team,opp,treatment,year,rest3.,rest1,rest2,points
MILWAUKEE BUCKS,MIAMI HEAT,1,2007,0,0,0,98
MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,1,2005,0,0,0,83
TORONTO RAPTORS,ATLANTA HAWKS,1,2006,-1,1,0,105
MILWAUKEE BUCKS,ATLANTA HAWKS,1,2006,0,0,0,102
MIAMI HEAT,TORONTO RAPTORS,1,2004,0,0,0,103
INDIANA PACERS,MINNESOTA TIMBERWOLVES,1,2004,0,0,0,106
MILWAUKEE BUCKS,INDIANA PACERS,1,2006,0,0,1,100
PHILADELPHIA 76ERS,INDIANA PACERS,1,2006,0,1,-1,90
SEATTLE SUPERSONICS,WASHINGTON WIZARDS,1,2005,0,0,1,111
MEMPHIS GRIZZLIES,ORLANDO MAGIC,1,2005,0,1,-1,91
SACRAMENTO KINGS,HOUSTON ROCKETS,1,2007,0,0,0,99
DENVER NUGGETS,SAN ANTONIO SPURS,1,2007,0,0,0,80
SEATTLE SUPERSONICS,SACRAMENTO KINGS,1,2007,0,0,0,101
GOLDEN STATE WARRIORS,PHILADELPHIA 76ERS,1,2005,0,-1,1,98
DALLAS MAVERICKS,MEMPHIS GRIZZLIES,1,2008,0,1,0,100
INDIANA PACERS,NEW JERSEY NETS,1,2006,0,0,0,107
GOLDEN STATE WARRIORS,HOUSTON ROCKETS,1,2004,0,1,0,94
NEW JERSEY NETS,MINNESOTA TIMBERWOLVES,1,2006,0,0,0,100
MIAMI HEAT,DETROIT PISTONS,1,2006,-1,0,1,85
SACRAMENTO KINGS,INDIANA PACERS,1,2004,0,0,0,113
DALLAS MAVERICKS,SAN ANTONIO SPURS,1,2008,0,0,0,107
BOSTON CELTICS,UTAH JAZZ,1,2006,0,0,0,100
CHARLOTTE BOBCATS,PHOENIX SUNS,1,2007,0,0,0,83
DALLAS MAVERICKS,GOLDEN STATE WARRIORS,1,2005,0,0,0,121
WASHINGTON WIZARDS,ORLANDO MAGIC,1,2007,0,0,1,92
DETROIT PISTONS,HOUSTON ROCKETS,1,2006,0,-1,0,104
NEW YORK KNICKS,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2006,0,1,-1,90
MILWAUKEE BUCKS,TORONTO RAPTORS,1,2006,0,1,0,77
SAN ANTONIO SPURS,BOSTON CELTICS,1,2007,0,0,0,91
LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,1,2005,0,0,0,99
PORTLAND TRAIL BLAZERS,PHOENIX SUNS,1,2008,0,0,1,129
NEW ORLEANS HORNETS,LOS ANGELES LAKERS,1,2008,0,0,1,87
CLEVELAND CAVALIERS,MEMPHIS GRIZZLIES,1,2006,0,0,1,97
PHILADELPHIA 76ERS,HOUSTON ROCKETS,1,2008,0,0,0,104
ATLANTA HAWKS,CHICAGO BULLS,1,2008,1,0,0,129
LOS ANGELES CLIPPERS,SEATTLE SUPERSONICS,1,2005,1,0,0,98
SACRAMENTO KINGS,UTAH JAZZ,1,2004,0,1,0,107
LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,1,2008,0,1,0,78
CHARLOTTE BOBCATS,MINNESOTA TIMBERWOLVES,1,2005,0,0,0,97
DALLAS MAVERICKS,SAN ANTONIO SPURS,1,2007,0,0,0,105
INDIANA PACERS,CHARLOTTE BOBCATS,1,2004,0,0,-1,82
NEW ORLEANS HORNETS,PHILADELPHIA 76ERS,1,2007,0,1,0,95
MEMPHIS GRIZZLIES,PORTLAND TRAIL BLAZERS,1,2006,0,0,0,132
MILWAUKEE BUCKS,GOLDEN STATE WARRIORS,1,2006,0,-1,1,122
DETROIT PISTONS,ATLANTA HAWKS,1,2007,0,0,0,92
WASHINGTON WIZARDS,DETROIT PISTONS,1,2005,0,0,0,110
PORTLAND TRAIL BLAZERS,MILWAUKEE BUCKS,1,2007,0,-1,1,117
NEW ORLEANS HORNETS,NEW JERSEY NETS,1,2004,0,0,1,85
LOS ANGELES CLIPPERS,HOUSTON ROCKETS,1,2004,0,-1,1,86
LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,1,2005,0,0,0,113
DALLAS MAVERICKS,DETROIT PISTONS,1,2008,0,0,0,103
PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,1,2005,0,0,0,120
MEMPHIS GRIZZLIES,SAN ANTONIO SPURS,1,2007,0,0,0,88
INDIANA PACERS,NEW YORK KNICKS,1,2007,0,1,0,110
ATLANTA HAWKS,NEW JERSEY NETS,1,2008,0,0,0,107
OKLAHOMA CITY THUNDER,WASHINGTON WIZARDS,1,2008,0,0,0,88
GOLDEN STATE WARRIORS,CHARLOTTE BOBCATS,1,2008,1,-1,0,109
ATLANTA HAWKS,CHARLOTTE BOBCATS,1,2008,0,0,0,83
UTAH JAZZ,CHARLOTTE BOBCATS,1,2005,0,0,0,89
CLEVELAND CAVALIERS,WASHINGTON WIZARDS,1,2004,0,0,0,105
LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,1,2006,0,1,0,81
NEW ORLEANS HORNETS,CHICAGO BULLS,1,2008,0,1,0,93
DENVER NUGGETS,DETROIT PISTONS,1,2008,0,0,0,90
HOUSTON ROCKETS,ORLANDO MAGIC,1,2005,0,0,0,74
LOS ANGELES CLIPPERS,HOUSTON ROCKETS,1,2007,0,0,0,71
PORTLAND TRAIL BLAZERS,NEW ORLEANS HORNETS,1,2008,0,1,0,101
TORONTO RAPTORS,PORTLAND TRAIL BLAZERS,1,2005,0,0,0,114
HOUSTON ROCKETS,CHARLOTTE BOBCATS,1,2007,0,0,0,89
LOS ANGELES LAKERS,SEATTLE SUPERSONICS,1,2006,0,0,0,118
CHARLOTTE BOBCATS,CLEVELAND CAVALIERS,1,2006,0,0,0,92
ATLANTA HAWKS,PHOENIX SUNS,1,2008,0,0,0,99
WASHINGTON WIZARDS,PORTLAND TRAIL BLAZERS,1,2005,1,0,0,96
OKLAHOMA CITY THUNDER,CHARLOTTE BOBCATS,1,2008,0,1,-1,84
PHILADELPHIA 76ERS,MIAMI HEAT,1,2008,0,1,0,85
DALLAS MAVERICKS,LOS ANGELES CLIPPERS,1,2005,0,0,1,71
MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,1,2006,0,0,0,103
MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,1,2004,1,0,0,96
BOSTON CELTICS,CHARLOTTE BOBCATS,1,2007,0,0,0,108
BOSTON CELTICS,MILWAUKEE BUCKS,1,2005,0,0,0,86
GOLDEN STATE WARRIORS,SACRAMENTO KINGS,1,2004,0,-1,1,100
TORONTO RAPTORS,NEW YORK KNICKS,1,2005,1,-1,0,129
ORLANDO MAGIC,SEATTLE SUPERSONICS,1,2007,0,-1,1,103
LOS ANGELES LAKERS,SAN ANTONIO SPURS,1,2005,0,0,0,96
PHILADELPHIA 76ERS,NEW ORLEANS HORNETS,1,2008,0,1,0,91
HOUSTON ROCKETS,LOS ANGELES CLIPPERS,1,2004,0,0,0,115
NEW YORK KNICKS,PORTLAND TRAIL BLAZERS,1,2006,0,0,0,86
LOS ANGELES LAKERS,NEW YORK KNICKS,1,2004,0,1,0,117
PHOENIX SUNS,DENVER NUGGETS,1,2008,0,1,-1,118
TORONTO RAPTORS,CHICAGO BULLS,1,2004,0,-1,1,85
WASHINGTON WIZARDS,NEW JERSEY NETS,1,2007,0,0,0,104
LOS ANGELES CLIPPERS,UTAH JAZZ,1,2005,0,0,0,102
SAN ANTONIO SPURS,UTAH JAZZ,1,2008,0,0,0,119
LOS ANGELES LAKERS,SEATTLE SUPERSONICS,1,2007,0,0,0,106
LOS ANGELES CLIPPERS,NEW YORK KNICKS,1,2005,0,1,0,84
MEMPHIS GRIZZLIES,SACRAMENTO KINGS,1,2006,0,-1,1,100
GOLDEN STATE WARRIORS,NEW JERSEY NETS,1,2004,1,0,0,99
DETROIT PISTONS,SACRAMENTO KINGS,1,2005,0,1,0,109
PHOENIX SUNS,DENVER NUGGETS,1,2004,0,0,0,123
UTAH JAZZ,PHOENIX SUNS,1,2004,-1,0,1,102
MIAMI HEAT,DETROIT PISTONS,1,2006,-1,1,0,85
WASHINGTON WIZARDS,HOUSTON ROCKETS,1,2004,0,0,1,101
NEW YORK KNICKS,PHOENIX SUNS,1,2005,0,-1,1,140
CHARLOTTE BOBCATS,NEW YORK KNICKS,1,2005,1,0,-1,108
MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,1,2006,0,-1,1,101
TORONTO RAPTORS,MIAMI HEAT,1,2005,0,-1,1,94
BOSTON CELTICS,PHOENIX SUNS,1,2007,0,0,0,117
MILWAUKEE BUCKS,WASHINGTON WIZARDS,1,2008,-1,0,1,112
SAN ANTONIO SPURS,HOUSTON ROCKETS,1,2007,-1,1,0,109
UTAH JAZZ,PORTLAND TRAIL BLAZERS,1,2007,0,1,0,111
ATLANTA HAWKS,MILWAUKEE BUCKS,1,2008,1,-1,0,102
DETROIT PISTONS,WASHINGTON WIZARDS,1,2008,0,0,0,117
SAN ANTONIO SPURS,DETROIT PISTONS,1,2006,0,1,0,90
CHICAGO BULLS,WASHINGTON WIZARDS,1,2007,0,1,-1,91
MEMPHIS GRIZZLIES,CHARLOTTE BOBCATS,1,2005,0,0,0,102
NEW ORLEANS/OKLAHOMA CITY HORNETS,MILWAUKEE BUCKS,1,2005,0,1,0,94
DETROIT PISTONS,MILWAUKEE BUCKS,1,2007,0,0,0,127
MINNESOTA TIMBERWOLVES,PHOENIX SUNS,1,2004,0,0,0,79
CLEVELAND CAVALIERS,MILWAUKEE BUCKS,1,2006,0,-1,0,109
MILWAUKEE BUCKS,NEW JERSEY NETS,1,2005,0,1,0,83
DETROIT PISTONS,ATLANTA HAWKS,1,2008,0,0,0,95
MEMPHIS GRIZZLIES,HOUSTON ROCKETS,1,2006,0,-1,1,80
SEATTLE SUPERSONICS,DENVER NUGGETS,1,2006,1,0,0,112
PORTLAND TRAIL BLAZERS,ATLANTA HAWKS,1,2006,0,0,0,96
GOLDEN STATE WARRIORS,PHOENIX SUNS,1,2006,0,0,0,110
DENVER NUGGETS,MIAMI HEAT,1,2004,0,1,0,104
ORLANDO MAGIC,ATLANTA HAWKS,1,2005,0,0,0,105
TORONTO RAPTORS,MILWAUKEE BUCKS,1,2006,0,0,0,109
GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,1,2006,0,1,0,111
CHARLOTTE BOBCATS,NEW JERSEY NETS,1,2008,0,0,0,103
CHARLOTTE BOBCATS,NEW JERSEY NETS,1,2004,0,-1,1,91
CHARLOTTE BOBCATS,HOUSTON ROCKETS,1,2004,1,0,0,101
MIAMI HEAT,CHARLOTTE BOBCATS,1,2008,0,0,0,100
PORTLAND TRAIL BLAZERS,MINNESOTA TIMBERWOLVES,1,2007,0,1,0,107
WASHINGTON WIZARDS,PHILADELPHIA 76ERS,1,2004,0,0,0,117
CHARLOTTE BOBCATS,BOSTON CELTICS,1,2008,0,-1,1,114
SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,1,2005,0,0,0,92
LOS ANGELES LAKERS,PHILADELPHIA 76ERS,1,2007,1,-1,0,124
NEW JERSEY NETS,TORONTO RAPTORS,1,2005,0,0,0,105
PHILADELPHIA 76ERS,CHICAGO BULLS,1,2008,-1,1,0,92
SACRAMENTO KINGS,DALLAS MAVERICKS,1,2005,0,-1,1,95
PHOENIX SUNS,PORTLAND TRAIL BLAZERS,1,2008,0,1,0,102
CHICAGO BULLS,MILWAUKEE BUCKS,1,2004,0,-1,0,85
TORONTO RAPTORS,CHARLOTTE BOBCATS,1,2008,0,-1,1,93
MIAMI HEAT,WASHINGTON WIZARDS,1,2007,0,0,0,86
WASHINGTON WIZARDS,CHICAGO BULLS,1,2005,0,1,0,113
PHOENIX SUNS,SAN ANTONIO SPURS,1,2008,0,-1,1,104
GOLDEN STATE WARRIORS,NEW ORLEANS HORNETS,1,2004,0,0,1,115
DENVER NUGGETS,SAN ANTONIO SPURS,1,2004,0,-1,1,75
CHARLOTTE BOBCATS,PHILADELPHIA 76ERS,1,2007,0,-1,0,115
SACRAMENTO KINGS,GOLDEN STATE WARRIORS,1,2008,0,0,0,100
CHICAGO BULLS,DALLAS MAVERICKS,1,2008,0,0,0,98
SACRAMENTO KINGS,SAN ANTONIO SPURS,1,2006,0,0,0,93
HOUSTON ROCKETS,UTAH JAZZ,1,2008,0,0,0,120
SACRAMENTO KINGS,DENVER NUGGETS,1,2006,0,0,1,94
PHOENIX SUNS,LOS ANGELES CLIPPERS,1,2005,0,-1,0,126
ATLANTA HAWKS,DETROIT PISTONS,1,2004,0,0,0,68
UTAH JAZZ,DETROIT PISTONS,1,2004,0,-1,1,108
NEW ORLEANS/OKLAHOMA CITY HORNETS,DALLAS MAVERICKS,1,2006,0,1,0,79
UTAH JAZZ,DALLAS MAVERICKS,1,2008,0,0,1,115
CLEVELAND CAVALIERS,DENVER NUGGETS,1,2006,0,0,0,93
MILWAUKEE BUCKS,CLEVELAND CAVALIERS,1,2007,0,-1,1,105
SACRAMENTO KINGS,OKLAHOMA CITY THUNDER,1,2008,0,0,0,98
BOSTON CELTICS,NEW ORLEANS HORNETS,1,2008,0,-1,0,94
UTAH JAZZ,GOLDEN STATE WARRIORS,1,2004,0,0,0,91
MILWAUKEE BUCKS,PORTLAND TRAIL BLAZERS,1,2008,0,-1,1,84
PHILADELPHIA 76ERS,CHARLOTTE BOBCATS,1,2006,0,0,0,92
NEW YORK KNICKS,WASHINGTON WIZARDS,1,2004,0,1,-1,93
GOLDEN STATE WARRIORS,PHOENIX SUNS,1,2004,0,1,-1,127
PORTLAND TRAIL BLAZERS,MILWAUKEE BUCKS,1,2005,0,0,0,93
CHARLOTTE BOBCATS,PORTLAND TRAIL BLAZERS,1,2005,0,1,0,83
PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,1,2008,-1,1,0,116
DETROIT PISTONS,SAN ANTONIO SPURS,1,2006,0,1,0,81
DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,1,2007,0,0,0,96
LOS ANGELES CLIPPERS,NEW YORK KNICKS,1,2004,0,0,0,96
SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,1,2007,0,1,0,109
SEATTLE SUPERSONICS,NEW YORK KNICKS,1,2004,0,-1,0,109
SACRAMENTO KINGS,SAN ANTONIO SPURS,1,2007,0,1,0,98
DENVER NUGGETS,PHILADELPHIA 76ERS,1,2007,0,0,0,109
HOUSTON ROCKETS,TORONTO RAPTORS,1,2005,0,-1,1,81
ATLANTA HAWKS,SAN ANTONIO SPURS,1,2005,0,0,1,94
PHOENIX SUNS,NEW ORLEANS HORNETS,1,2008,0,0,0,95
LOS ANGELES CLIPPERS,CLEVELAND CAVALIERS,1,2004,0,-1,0,94
MILWAUKEE BUCKS,PHILADELPHIA 76ERS,1,2007,0,0,0,99
DALLAS MAVERICKS,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2005,0,0,0,101
MIAMI HEAT,MINNESOTA TIMBERWOLVES,1,2008,1,0,0,104
PHOENIX SUNS,LOS ANGELES LAKERS,1,2006,0,1,0,93
MEMPHIS GRIZZLIES,BOSTON CELTICS,1,2007,0,0,1,89
PHILADELPHIA 76ERS,ORLANDO MAGIC,1,2005,0,0,0,86
ATLANTA HAWKS,SAN ANTONIO SPURS,1,2006,0,0,0,96
NEW YORK KNICKS,TORONTO RAPTORS,1,2006,0,0,0,100
NEW YORK KNICKS,PHOENIX SUNS,1,2004,0,0,0,118
BOSTON CELTICS,TORONTO RAPTORS,1,2005,0,0,0,100
NEW JERSEY NETS,NEW YORK KNICKS,1,2007,0,0,-1,93
NEW JERSEY NETS,TORONTO RAPTORS,1,2004,0,0,0,82
LOS ANGELES LAKERS,SAN ANTONIO SPURS,1,2006,0,0,0,94
NEW ORLEANS HORNETS,HOUSTON ROCKETS,1,2007,0,1,0,80
OKLAHOMA CITY THUNDER,NEW YORK KNICKS,1,2008,1,-1,0,107
LOS ANGELES LAKERS,DALLAS MAVERICKS,1,2004,0,0,0,108
SACRAMENTO KINGS,LOS ANGELES LAKERS,1,2007,0,0,0,105
PHOENIX SUNS,SAN ANTONIO SPURS,1,2004,0,0,0,123
NEW ORLEANS/OKLAHOMA CITY HORNETS,DETROIT PISTONS,1,2005,0,0,0,86
MILWAUKEE BUCKS,BOSTON CELTICS,1,2005,0,0,0,83
DENVER NUGGETS,TORONTO RAPTORS,1,2006,0,0,1,117
MILWAUKEE BUCKS,INDIANA PACERS,1,2004,0,0,0,76
LOS ANGELES CLIPPERS,UTAH JAZZ,1,2008,0,0,0,73
MIAMI HEAT,CHICAGO BULLS,1,2004,-1,1,0,108
NEW JERSEY NETS,PHILADELPHIA 76ERS,1,2006,0,0,0,86
ATLANTA HAWKS,NEW JERSEY NETS,1,2007,0,0,0,107
PHOENIX SUNS,MEMPHIS GRIZZLIES,1,2004,0,0,1,109
SACRAMENTO KINGS,LOS ANGELES LAKERS,1,2006,0,1,-1,106
SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,1,2005,0,0,0,107
LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,1,2006,0,1,0,87
ATLANTA HAWKS,OKLAHOMA CITY THUNDER,1,2008,0,0,0,99
LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,1,2005,1,-1,0,106
WASHINGTON WIZARDS,MIAMI HEAT,1,2007,0,0,0,109
DETROIT PISTONS,MILWAUKEE BUCKS,1,2008,0,0,0,107
CHICAGO BULLS,CHARLOTTE BOBCATS,1,2004,0,0,0,101
LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,1,2005,0,1,0,98
HOUSTON ROCKETS,GOLDEN STATE WARRIORS,1,2005,0,1,-1,91
MIAMI HEAT,HOUSTON ROCKETS,1,2006,0,0,0,72
CLEVELAND CAVALIERS,NEW YORK KNICKS,1,2008,0,0,0,98
SEATTLE SUPERSONICS,PORTLAND TRAIL BLAZERS,1,2004,-1,0,1,99
BOSTON CELTICS,NEW YORK KNICKS,1,2008,0,0,0,124
NEW ORLEANS HORNETS,MILWAUKEE BUCKS,1,2004,0,0,1,111
NEW ORLEANS/OKLAHOMA CITY HORNETS,HOUSTON ROCKETS,1,2006,0,1,-1,106
ATLANTA HAWKS,SAN ANTONIO SPURS,1,2008,0,1,0,92
UTAH JAZZ,GOLDEN STATE WARRIORS,1,2005,0,0,0,105
NEW ORLEANS/OKLAHOMA CITY HORNETS,GOLDEN STATE WARRIORS,1,2006,0,1,0,97
DENVER NUGGETS,LOS ANGELES LAKERS,1,2008,0,0,-1,97
GOLDEN STATE WARRIORS,ATLANTA HAWKS,1,2004,1,0,0,101
SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,1,2006,0,-1,1,102
WASHINGTON WIZARDS,MIAMI HEAT,1,2008,1,-1,0,87
SACRAMENTO KINGS,MILWAUKEE BUCKS,1,2005,0,-1,1,103
DETROIT PISTONS,PHILADELPHIA 76ERS,1,2004,0,0,0,99
NEW JERSEY NETS,DETROIT PISTONS,1,2007,1,0,-1,83
PHOENIX SUNS,LOS ANGELES LAKERS,1,2005,0,1,0,106
MEMPHIS GRIZZLIES,NEW ORLEANS HORNETS,1,2007,0,0,0,98
CHARLOTTE BOBCATS,CHICAGO BULLS,1,2004,0,0,0,90
BOSTON CELTICS,DETROIT PISTONS,1,2004,0,1,0,104
ORLANDO MAGIC,PHOENIX SUNS,1,2004,0,1,0,116
UTAH JAZZ,SACRAMENTO KINGS,1,2006,0,1,-1,97
DENVER NUGGETS,GOLDEN STATE WARRIORS,1,2005,0,1,0,95
SACRAMENTO KINGS,INDIANA PACERS,1,2005,0,1,-1,83
MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,1,2008,0,0,1,92
LOS ANGELES LAKERS,PHOENIX SUNS,1,2008,0,0,0,132
DALLAS MAVERICKS,MIAMI HEAT,1,2007,0,0,0,94
NEW ORLEANS/OKLAHOMA CITY HORNETS,UTAH JAZZ,1,2005,0,0,0,104
MIAMI HEAT,NEW JERSEY NETS,1,2004,0,1,-1,90
LOS ANGELES CLIPPERS,PHILADELPHIA 76ERS,1,2004,0,0,0,89
NEW JERSEY NETS,INDIANA PACERS,1,2006,0,1,-1,105
BOSTON CELTICS,CHARLOTTE BOBCATS,1,2006,0,0,0,110
NEW JERSEY NETS,MEMPHIS GRIZZLIES,1,2007,0,1,-1,103
DETROIT PISTONS,NEW JERSEY NETS,1,2007,0,0,0,118
TORONTO RAPTORS,UTAH JAZZ,1,2006,0,0,0,94
PORTLAND TRAIL BLAZERS,BOSTON CELTICS,1,2007,0,0,0,102
LOS ANGELES LAKERS,NEW ORLEANS HORNETS,1,2007,0,-1,0,107
HOUSTON ROCKETS,DALLAS MAVERICKS,1,2005,0,0,0,76
MILWAUKEE BUCKS,NEW YORK KNICKS,1,2006,0,0,0,107
PHILADELPHIA 76ERS,TORONTO RAPTORS,1,2007,0,0,0,103
NEW ORLEANS HORNETS,PORTLAND TRAIL BLAZERS,1,2007,0,1,-1,113
MEMPHIS GRIZZLIES,DETROIT PISTONS,1,2008,0,-1,1,79
HOUSTON ROCKETS,UTAH JAZZ,1,2004,1,-1,0,92
ORLANDO MAGIC,PHOENIX SUNS,1,2008,0,-1,1,111
PHILADELPHIA 76ERS,NEW JERSEY NETS,1,2008,0,0,0,83
PHOENIX SUNS,DALLAS MAVERICKS,1,2005,0,1,0,117
SAN ANTONIO SPURS,PHOENIX SUNS,1,2004,0,0,0,115
SEATTLE SUPERSONICS,SAN ANTONIO SPURS,1,2007,0,0,0,101
GOLDEN STATE WARRIORS,SACRAMENTO KINGS,1,2004,1,0,0,107
NEW YORK KNICKS,INDIANA PACERS,1,2008,0,0,0,103
ATLANTA HAWKS,CHARLOTTE BOBCATS,1,2004,0,0,0,103
ORLANDO MAGIC,CHICAGO BULLS,1,2007,0,0,1,115
WASHINGTON WIZARDS,SAN ANTONIO SPURS,1,2006,-1,1,0,83
CLEVELAND CAVALIERS,PHOENIX SUNS,1,2006,0,0,0,100
SEATTLE SUPERSONICS,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2006,0,-1,1,94
LOS ANGELES LAKERS,ORLANDO MAGIC,1,2008,0,1,-1,103
HOUSTON ROCKETS,INDIANA PACERS,1,2006,0,1,-1,86
PHOENIX SUNS,CHICAGO BULLS,1,2008,0,1,0,111
LOS ANGELES LAKERS,DALLAS MAVERICKS,1,2006,-1,1,0,72
WASHINGTON WIZARDS,MILWAUKEE BUCKS,1,2004,0,0,0,112
CLEVELAND CAVALIERS,PHOENIX SUNS,1,2004,0,0,0,114
DALLAS MAVERICKS,DENVER NUGGETS,1,2005,0,-1,1,83
CLEVELAND CAVALIERS,NEW JERSEY NETS,1,2004,0,1,-1,80
PHILADELPHIA 76ERS,NEW JERSEY NETS,1,2006,0,1,0,99
LOS ANGELES CLIPPERS,NEW YORK KNICKS,1,2007,0,0,1,84
LOS ANGELES LAKERS,DALLAS MAVERICKS,1,2007,0,0,0,112
SAN ANTONIO SPURS,SACRAMENTO KINGS,1,2007,0,0,0,96
MILWAUKEE BUCKS,HOUSTON ROCKETS,1,2007,0,0,1,83
MIAMI HEAT,MILWAUKEE BUCKS,1,2005,0,1,0,109
PHILADELPHIA 76ERS,LOS ANGELES LAKERS,1,2007,0,1,0,101
BOSTON CELTICS,WASHINGTON WIZARDS,1,2006,0,0,0,91
NEW JERSEY NETS,SACRAMENTO KINGS,1,2005,0,1,0,84
MIAMI HEAT,NEW JERSEY NETS,1,2005,0,-1,1,88
NEW YORK KNICKS,MILWAUKEE BUCKS,1,2007,0,-1,0,91
ATLANTA HAWKS,CLEVELAND CAVALIERS,1,2007,1,0,0,90
CHARLOTTE BOBCATS,TORONTO RAPTORS,1,2004,0,-1,0,101
TORONTO RAPTORS,GOLDEN STATE WARRIORS,1,2008,0,0,0,112
OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,1,2008,0,0,0,88
NEW YORK KNICKS,SACRAMENTO KINGS,1,2004,0,-1,1,98
SEATTLE SUPERSONICS,PORTLAND TRAIL BLAZERS,1,2005,0,0,0,111
NEW YORK KNICKS,HOUSTON ROCKETS,1,2006,0,0,0,90
SEATTLE SUPERSONICS,DALLAS MAVERICKS,1,2005,0,0,1,98
INDIANA PACERS,CHICAGO BULLS,1,2007,0,0,0,117
MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,1,2006,0,0,0,82
CHARLOTTE BOBCATS,GOLDEN STATE WARRIORS,1,2007,0,0,0,118
OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,1,2008,0,1,0,114
MIAMI HEAT,CHARLOTTE BOBCATS,1,2004,0,0,0,99
INDIANA PACERS,NEW ORLEANS HORNETS,1,2004,0,1,0,100
WASHINGTON WIZARDS,CHARLOTTE BOBCATS,1,2007,0,0,0,110
INDIANA PACERS,LOS ANGELES CLIPPERS,1,2008,0,0,0,109
CHARLOTTE BOBCATS,WASHINGTON WIZARDS,1,2008,0,-1,1,80
NEW YORK KNICKS,CHICAGO BULLS,1,2007,-1,0,1,85
NEW ORLEANS/OKLAHOMA CITY HORNETS,MIAMI HEAT,1,2005,0,1,-1,107
NEW YORK KNICKS,NEW JERSEY NETS,1,2008,0,-1,1,102
WASHINGTON WIZARDS,NEW YORK KNICKS,1,2004,0,0,0,106
PHOENIX SUNS,MEMPHIS GRIZZLIES,1,2006,-1,1,0,96
NEW YORK KNICKS,SACRAMENTO KINGS,1,2008,0,0,0,94
BOSTON CELTICS,DALLAS MAVERICKS,1,2005,0,0,0,102
DALLAS MAVERICKS,WASHINGTON WIZARDS,1,2007,0,0,0,98
DALLAS MAVERICKS,DENVER NUGGETS,1,2006,0,1,0,105
WASHINGTON WIZARDS,INDIANA PACERS,1,2007,0,0,0,117
NEW JERSEY NETS,DETROIT PISTONS,1,2004,0,0,0,107
MINNESOTA TIMBERWOLVES,DETROIT PISTONS,1,2007,0,1,-1,90
DALLAS MAVERICKS,MILWAUKEE BUCKS,1,2006,0,-1,0,105
PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,1,2006,0,0,1,94
GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,1,2007,0,1,0,116
SEATTLE SUPERSONICS,LOS ANGELES LAKERS,1,2004,0,0,1,94
SAN ANTONIO SPURS,TORONTO RAPTORS,1,2004,0,1,-1,92
SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,1,2008,0,0,0,99
SEATTLE SUPERSONICS,DETROIT PISTONS,1,2005,0,-1,1,96
NEW JERSEY NETS,SAN ANTONIO SPURS,1,2008,0,0,0,93
LOS ANGELES CLIPPERS,SACRAMENTO KINGS,1,2008,0,0,1,109
MINNESOTA TIMBERWOLVES,PHOENIX SUNS,1,2008,0,0,1,102
HOUSTON ROCKETS,DALLAS MAVERICKS,1,2008,0,1,0,86
DETROIT PISTONS,CLEVELAND CAVALIERS,1,2006,0,0,0,97
NEW JERSEY NETS,ATLANTA HAWKS,1,2007,0,-1,1,87
MIAMI HEAT,PHILADELPHIA 76ERS,1,2006,0,0,0,103
PORTLAND TRAIL BLAZERS,DENVER NUGGETS,1,2004,0,0,0,97
INDIANA PACERS,DETROIT PISTONS,1,2008,0,0,0,106
GOLDEN STATE WARRIORS,TORONTO RAPTORS,1,2007,1,0,0,117
CHICAGO BULLS,DETROIT PISTONS,1,2007,0,0,0,97
MIAMI HEAT,WASHINGTON WIZARDS,1,2006,0,1,0,106
DENVER NUGGETS,ORLANDO MAGIC,1,2005,0,0,0,110
NEW ORLEANS/OKLAHOMA CITY HORNETS,SACRAMENTO KINGS,1,2005,0,-1,1,90
TORONTO RAPTORS,MILWAUKEE BUCKS,1,2007,0,1,0,106
ORLANDO MAGIC,CLEVELAND CAVALIERS,1,2004,0,-1,0,105
